Customer_ID,Street,City,State_Code,Postal_Code,Country,Seasonality_Segment,EA_Segment,Revenue_Bucket,Profit_Bucket,Market_Share_Segment,Casino_Size_Segment,Market_Potential_Segment,Churn_Segment,Competitiveness_Flag,Volume_Segment,Density_Segment,Propensity
Accoount 1559,110 MAIN ST,BLACK HAWK,CO,80422,USA,Potentially Seasonal,None,L,H,H,L,L,Encouraging,Yes,High,Medium,M
Accoount 1560,350 NORTH INDIAN ROAD,SMITH RIVER,CA,95567,USA,,None,L,H,M,L,M,Minimal Change,Yes,Low,Low,M
Accoount 1561,11267 INTERSTATE 40,SEMINOLE,OK,74868,USA,Potentially Seasonal,Early Adopter,L,L,H,L,L,Minimal Change,Yes,Medium,Medium,-
Accoount 1562,1500 NORTH COUNTRY CLUB BLVD,ADA,OK,74820,USA,Potentially Seasonal,Trend Follower,L,L,H,L,L,Minimal Change,-,Low,Medium,-
Accoount 1563,198131 HIGHWAY 36,DEVOL,OK,73531,USA,,None,L,H,None,None,None,Minimal Change,-,Medium,Medium,-
Accoount 1564,,ST. MAARTEN PHILIPSBURG,,None,ANT,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1565,CALLE MONTEROSA OF 807 SURCO,LIMA,,33,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1566,AV AREQUIPA 2130,LINCE - LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1567,777 L’AUBERGE AVENUE,LAKE CHARLES,LA,70601,USA,Potentially Seasonal,Trend Follower,M,H,M,M,H,Minimal Change,-,Medium,Medium,M
Accoount 1568,4650 W TROPICANA AVE,LAS VEGAS,NV,89103,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1569,13870 STEAD BLVD STE A,RENO,NV,89506,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1570,7178 HORNE STREET,MISSION,BC,V2V 3X8,CAN,None,None,None,None,M,L,M,None,-,Medium,High,-
Accoount 1571,555 MAIN STREET,DEADWOOD,SD,57732,USA,Potentially Seasonal,None,L,H,M,L,M,Minimal Change,Yes,Medium,High,M
Accoount 1572,7485 5TH SIDE RD,INNISFIL,ON,L9S 3S1,CAN,,,L,H,M,M,H,Minimal Change,Yes,High,High,M
Accoount 1573,190 BOULDER HIGHWAY,HENDERSON,NV,89015,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 1574,7665 CORPORATE CENTER DR,MIAMI,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1575,"PARQUE LA PUENTE Y CORTEZ, NO 209",LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1576,5705 FALLS AVENUE,NIAGARA FALLS,ON,L2E 6T3,CAN,,None,L,H,L,M,H,Minimal Change,Yes,High,High,-
Accoount 1577,Albrook Mall,Panama,,None,PAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1578,1580 S JONES BLVD,LAS VEGAS,NV,89146,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1579,27100 S.W. SALMON RIVER HWY,GRAND RONDE,OR,97347,USA,Highly Seasonal,Early Adopter,H,H,H,H,H,Encouraging,Yes,Medium,,M
Accoount 1580,507 N. CARSON STREET,CARSON CITY,NV,89701,USA,,None,L,H,L,L,M,Minimal Change,-,Medium,Medium,M
Accoount 1581,635 E. HWY 20,UPPER LAKE,CA,95485,USA,,None,L,H,M,L,M,Minimal Change,Yes,Low,High,-
Accoount 1582,300 MAIN ST,BLACK HAWK,CO,80422,USA,Highly Seasonal,,L,H,H,L,L,Minimal Change,Yes,High,Medium,M
Accoount 1583,4650 COAL MINE RD,IONE,CA,95640,USA,Highly Seasonal,,M,H,M,M,H,Minimal Change,Yes,Medium,,M
Accoount 1584,7699 West Post Road,Las Vegas,NV,89113,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1585,"Centro Comercial Dorado, Bethania, Local No.10",Panama,,None,PAN,,None,None,None,None,None,None,None,-,-,-,-
Accoount 1586,5401 Dinah Shore Drive,Palm Springs,CA,92264,USA,Non Seasonal,Trend Follower,M,H,H,L,L,Minimal Change,Yes,High,High,M
Accoount 1587,3531 P Street Northwest,Miami,OK,74354,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 1588,975 LEEWARD LN,PINGREE GROVE,IL,60140,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1589,1279 CHATTANOOGA TRL,CAROL STREAM,IL,60188,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1590,4305 CHOCTAW RD,CALERA,OK,74730,USA,,None,L,L,H,L,L,Minimal Change,-,High,High,-
Accoount 1591,3800 S. VIRGINIA STREET,RENO,NV,89502,USA,Non Seasonal,Early Adopter,L,H,M,M,H,Minimal Change,Yes,High,High,M
Accoount 1592,49500 SEMINOLE DRIVE,CABAZON,CA,92230,USA,Potentially Seasonal,Trend Follower,H,H,M,H,VH,Minimal Change,Yes,High,High,H
Accoount 1593,6101 31ST AVE NE,TULALIP,WA,98271,USA,,None,None,None,L,M,H,None,Yes,High,Low,L
Accoount 1594,"BUILDING 35, PORT ZANTE",BASSETERRE,,None,KNA,,None,None,None,None,None,None,None,-,-,-,M
Accoount 1595,AV MANUEL OLGUIN 211 OF 1002,SANTIAGO DE SURCO LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1596,4350 S HWY 377,WILLIS,OK,73439,USA,Potentially Seasonal,Trend Follower,L,H,None,None,None,Minimal Change,-,Low,,-
Accoount 1597,"Local No. 1, Edificio Hotel Riande Continental, Calle Vía Ricardo Arias y Vía España, Urbanización Bella Vista",Panamá,,None,PAN,,None,None,None,None,None,None,None,-,-,-,-
Accoount 1598,12252 Ruppe Rd,Davis,OK,73098,USA,,None,L,H,None,None,None,Minimal Change,-,Medium,High,-
Accoount 1599,"3655 Northwest 87th Avenue,",Doral,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1600,291 Agency Road,Pawnee,OK,74058,USA,,None,None,None,None,None,None,Minimal Change,-,Medium,High,-
Accoount 1601,430 N YORK RD STE B,BENSENVILLE,IL,60106,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1602,425 GREENBRAE DR,SPARKS,NV,89431,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1603,3701 North Carson Street,CARSON CITY,NV,89706,USA,,None,L,H,None,None,None,None,-,Medium,Medium,-
Accoount 1604,74 SEYMOUR ST W,KAMLOOPS,BC,V2C 1E2,CAN,,Early Adopter,L,H,None,None,None,Minimal Change,-,Medium,High,-
Accoount 1605,6150 S MCCARRAN BLVD,RENO,NV,89509,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1606,129 EAST SUPERIOR STREET,DULUTH,MN,55802,USA,Potentially Seasonal,None,L,H,H,M,H,Minimal Change,-,Medium,High,M
Accoount 1607,5000 WILLOWS ROAD,ALPINE,CA,91901,USA,Highly Seasonal,None,H,H,M,H,VH,Minimal Change,-,High,Medium,H
Accoount 1608,4020 OLIVE HIGHWAY,OROVILLE,CA,95966,USA,Potentially Seasonal,Late Adopter,M,H,M,M,H,Encouraging,-,Medium,Low,M
Accoount 1609,688 MAIN ST,DEADWOOD,SD,57732,USA,Potentially Seasonal,,L,H,M,L,M,Minimal Change,Yes,Medium,High,M
Accoount 1610,20393 FRASER HWY,LANGLEY,BC,V3A 7N2,CAN,Potentially Seasonal,Early Adopter,L,H,M,M,H,Minimal Change,-,Medium,High,M
Accoount 1611,JR UCAYALY 718,LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1612,3655 NW 87th Ave,DORAL,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1613,"Edificio Hipodromo, Calle Vía José Agustin Arango, a un costado del Estadio Rommel Fernandez, Corregimiento de Juan Diaz",Panama,,None,PAN,,None,None,None,None,None,None,None,-,-,-,-
Accoount 1614,777 N MAIN ST,CAPE GIRARDEAU,MO,63701,USA,Non Seasonal,,L,H,M,M,H,Minimal Change,-,Low,,M
Accoount 1615,1000 S PINE ISLAND RD STE 600,PLANTATION,FL,33324,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1616,4050 S MCCARRAN BLVD STE A,RENO,NV,89502,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1617,1401 E PECKHAM LN,RENO,NV,89502,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1618,8635 W ROME BLVD,LAS VEGAS,NV,89149,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1619,5690 HWY 287,LANDER,WY,82520,USA,Potentially Seasonal,Early Adopter,L,H,M,L,M,Encouraging,Yes,Medium,High,M
Accoount 1620,1 REMINGTON PL.,OKLAHOMA CITY,OK,73111,USA,,,L,H,H,L,L,Minimal Change,-,Medium,High,-
Accoount 1621,21001 NORTHWEST 27TH AVENUE,MIAMI GARDENS,FL,33056,USA,,,M,H,M,M,H,Minimal Change,Yes,High,High,H
Accoount 1622,7002 ARUNDEL MILLS CIRCLE,HANOVER,MD,21076,USA,Non Seasonal,Early Adopter,H,H,M,H,VH,Minimal Change,Yes,Medium,High,H
Accoount 1623,301 EAST DANIA BEACH BLVD.,DANIA BEACH,FL,33004,USA,,None,L,H,M,M,H,Minimal Change,Yes,High,High,M
Accoount 1624,1100A W PIMA MINE RD,SAHIARITA,AZ,85629,USA,None,None,None,None,None,None,None,None,Yes,Medium,High,-
Accoount 1625,"INDIANA GRAND RACING CASINO, 4300 N MICHIGAN RD",SHELBYVILLE,IN,46176,USA,Non Seasonal,Late Adopter,M,H,L,H,VH,Encouraging,Yes,Medium,,H
Accoount 1626,3001 WINEGARD AVENUE,BURLINGTON,IA,52601,USA,,,M,H,H,L,L,Minimal Change,-,Low,,M
Accoount 1627,"AV LA MOLINA 1111, URBANIZACION SAN CESAR ETP 1","LA MOLINA, LIMA",,12000,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1628,"AV LAS CARRERAS #1, SANTIAGO R.D.",SANTO DOMINGO,,None,DOM,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1629,4132 PETERS ROAD,Harvey,LA,70058,USA,Potentially Seasonal,Late Adopter,L,H,H,M,H,Minimal Change,-,Medium,Medium,M
Accoount 1630,530 H ST SE,MIAMI,OK,74354,USA,Non Seasonal,Early Adopter,L,L,None,None,None,Minimal Change,-,Medium,Medium,L
Accoount 1631,3785 W TROPICANA AVE,LAS VEGAS,NV,89103,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1632,4570 S HUALAPAI WAY,LAS VEGAS,NV,89147,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1633,2667 WINDMILL PKWY,HENDERSON,NV,89074,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1634,1620 EL RANCHO DR,SPARKS,NV,89431,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1635,1000 BOARDWALK,ATLANTIC CITY,NJ,08401,USA,,None,L,H,None,None,None,None,-,High,Low,-
Accoount 1636,7272 S EL CAPITAN WAY STE 2,LAS VEGAS,NV,89148,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1637,2750 East Fremont Street,Las Vegas,NV,89101,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1638,3655 NW 87TH AVE,DORAL,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1639,3250 W CACTUS AVE,LAS VEGAS,NV,89141,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1640,1821 LAS VEGAS BLVD. NORTH,LAS VEGAS,NV,89030,USA,Potentially Seasonal,Early Adopter,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 1641,7077 ELMORE AVE,DAVENPORT,IA,52807,USA,Non Seasonal,None,L,H,M,M,H,Minimal Change,-,Medium,Low,M
Accoount 1642,377 RIVERSIDE DR. EAST,WINDSOR,ON,N9A 7H7,CAN,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1643,654 W. FRONT STREET,BATTLE MOUNTAIN,NV,89820,USA,,None,None,None,M,L,M,None,-,High,High,-
Accoount 1644,10085 FERGUSON ROAD,BEGGS,OK,74421,USA,Potentially Seasonal,Early Adopter,L,H,M,L,M,Minimal Change,-,Medium,High,L
Accoount 1645,777 CASINO WAY,YREKA,CA,96097,USA,Potentially Seasonal,None,L,H,H,L,L,Minimal Change,Yes,Low,,M
Accoount 1646,8401 HIGHWAY 177,RED ROCK,OK,74651,USA,,Trend Follower,L,L,None,None,None,Minimal Change,-,Low,,L
Accoount 1647,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1648,1038 SYCAMORE RD,NORMAN,OK,73072,USA,,None,L,H,M,L,M,Minimal Change,-,Medium,High,-
Accoount 1649,"AVENIDA REPUBLICA, DE PANAMA 3000",Lima,,27,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1650,3655 NW 87TH AVENUE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1651,3350 RIDGELAKE DRIVE. STE. 114,Metairie,LA,70002,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 1652,4455 Paradise Road,Las Vegas,NV,89169,USA,Potentially Seasonal,,M,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 1653,4116 WASHINGTON STREET,Vicksburg,MS,39180,USA,Potentially Seasonal,,L,H,M,M,H,Minimal Change,-,Medium,High,M
Accoount 1654,10670 SOUTHERN HIGHLANDS PKWY,LAS VEGAS,NV,89141,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1655,6903 South Durango Drive,Las Vegas,NV,89113,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1656,9090 ALTA DRIVE,LAS VEGAS,NV,89145,USA,Potentially Seasonal,Trend Follower,M,H,M,M,H,Minimal Change,Yes,High,High,H
Accoount 1657,15 W RIDER RD,HARRINGTON,DE,19952,USA,Potentially Seasonal,Early Adopter,M,H,L,M,H,Minimal Change,-,Medium,,M
Accoount 1658,888 RESORTS WORLD DR,MONTICELLO,NY,12701,USA,Potentially Seasonal,,M,H,M,M,H,Minimal Change,Yes,Low,,M
Accoount 1659,"AV. ARAMBURU 855 6TH FLOOR, SAN ISIDRO",LIMA,,27,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1660,"AVE. BALBOA MULTICENTRO, CENTRO COMERCIAL PANAMA",PANAMA,,None,PAN,,None,None,None,None,None,None,None,-,-,-,-
Accoount 1661,"TRANSVERSAL 95 BIS A, NRO 25D-41",BOGOTA,,111221,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1662,631 Stratton Road,Port Angeles,WA,98363,USA,Potentially Seasonal,None,L,L,None,None,None,Minimal Change,Yes,Low,,-
Accoount 1663,1445 AMERICAN PACIFIC DR STE 100,HENDERSON,NV,89074,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1664,7100 W LAKE MEAD BLVD,LAS VEGAS,NV,89128,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1665,10430 S EASTERN AVE,HENDERSON,NV,89052,USA,,None,L,H,None,None,None,None,Yes,High,High,L
Accoount 1666,1445 GEIGER GRADE RD,RENO,NV,89521,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1667,AV. Arequipa 209 Interior - A,Arequipa,,04416,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1668,2021 Elk Ranch Rd,CRESCENT CITY,CA,95531,USA,Potentially Seasonal,Early Adopter,L,H,M,L,M,Minimal Change,Yes,Low,Low,M
Accoount 1669,990 S WELLS AVE,RENO,NV,89502,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1670,5790 S FORT APACHE RD,LAS VEGAS,NV,89148,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1671,5655 WEST VALENCIA ROAD,TUCSON,AZ,85757,USA,Highly Seasonal,Late Adopter,L,H,M,M,H,Encouraging,Yes,Medium,High,M
Accoount 1672,"CL JOSE SALAZAR 130, URB PANAMERICANA NORTE, LOS OLIVOS",LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1673,4950 47TH AVENUE,RED DEER,AB,T4N 6P8,CAN,,Early Adopter,L,H,M,L,M,Minimal Change,Yes,High,Medium,M
Accoount 1674,1717 River Road North,Baton Rouge,LA,70802,USA,Potentially Seasonal,,L,H,None,None,None,Minimal Change,-,Medium,,L
Accoount 1675,6320 SIMMONS ST STE 140,NORTH LAS VEGAS,NV,89031,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1676,821 West Freeman Avenue,Perkins,OK,74059,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 1677,980 CARNEGIE STREET,ROLLING MEADOWS,IL,60008,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1678,1400 E PRATER WAY,SPARKS,NV,89434,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1679,171 KLAMATH BLVD.,KLAMATH,CA,95548,USA,,None,L,H,M,L,M,None,Yes,Low,Low,-
Accoount 1680,220 W SUNSET RD,HENDERSON,NV,89011,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1681,11 BEAR PAWS WAY,LOLETA,CA,95551,USA,Potentially Seasonal,Late Adopter,L,H,M,L,M,Minimal Change,Yes,Low,High,M
Accoount 1682,873 STATE ROUTE 37,HOGANSBURG,NY,13655,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Concerning,Yes,Low,,M
Accoount 1683,312 WOODLAND RD,MOUNT POCONO,PA,18344,USA,Non Seasonal,,M,H,M,H,VH,Minimal Change,Yes,Low,,M
Accoount 1684,301 WASHINGTON STREET,PLAINVILLE,MA,02762,USA,Highly Seasonal,Early Adopter,L,H,M,M,H,Minimal Change,Yes,Medium,High,M
Accoount 1685,101 MGM NATIONAL AVENUE,OXON HILL,MD,20745,USA,,Early Adopter,M,H,M,H,VH,Minimal Change,Yes,Medium,High,M
Accoount 1686,40 ICOMM DRIVE,BRANTFORD,ON,N3S 7S9,CAN,Potentially Seasonal,,L,H,L,L,M,Minimal Change,Yes,High,High,M
Accoount 1687,3420 WEST PEAK BOULEVARD,MUSKOGEE,OK,74401,USA,Non Seasonal,Trend Follower,M,H,None,None,None,Minimal Change,-,Low,,M
Accoount 1688,1319 W MAIN STREET,ANTLERS,OK,74523,USA,,None,L,H,H,L,L,Minimal Change,-,High,High,L
Accoount 1689,20265 TAMARACK AVENUE,BURNEY,CA,96013,USA,,None,L,H,H,L,L,Minimal Change,-,Low,,-
Accoount 1690,2701 HWY #2,MAYAGUEZ,PR,None,USA,Potentially Seasonal,Early Adopter,L,L,None,None,None,Minimal Change,-,Low,,M
Accoount 1691,AV. PENUELAS NORTE NO. 56,COQUIMBO,,None,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1692,"CALLE DANTE 1281, DISTRITO DE SURQUILLO",LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1693,4711 AIRPORT PERIMETER ROAD,NISKU,AB,T9E 0V6,CAN,Potentially Seasonal,,L,H,M,L,M,Minimal Change,Yes,High,Medium,M
Accoount 1694,610 N BELL SCHOOL RD,ROCKFORD,IL,61107,USA,,Early Adopter,M,H,None,None,None,Minimal Change,-,Medium,,M
Accoount 1695,2411 W. SAHARA AVE.,LAS VEGAS,NV,89102,USA,Highly Seasonal,,L,H,M,H,VH,Minimal Change,Yes,High,High,M
Accoount 1696,"INTERSTATE 15, EXIT 80, SIMPLOT ROAD",FORT HALL,ID,83203,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,-,Low,,M
Accoount 1697,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1698,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1699,1382 COUNTRY RD 28,FRASERVILLE,ON,K0L 1V0,CAN,,None,None,None,L,L,M,None,Yes,High,High,-
Accoount 1700,13103 FORT ROAD NW,EDMONTON,AB,T5A 1C3,CAN,Potentially Seasonal,Early Adopter,L,H,None,None,None,Minimal Change,Yes,High,Medium,M
Accoount 1701,"Urb. Juan Díaz, Calle Principal, Edif. Locales Plaza Tocumen",Panama,,None,PAN,,None,None,None,None,None,None,None,-,-,-,-
Accoount 1702,1743 South Linneman Road,Mount Prospect,IL,60056,USA,None,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1703,Carretera de Castellar 298,Terrassa,,08226,ESP,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1704,902 W MAIN ST,WILBURTON,OK,74578,USA,None,None,None,None,H,L,L,None,-,Low,Medium,-
Accoount 1705,3225 EASTLAKE BLVD,WASHOE VALLEY,NV,89704,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1706,800 WESTBANK EXPY,WESTWEGO,LA,70094,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 1707,390 W FRONT ST,BATTLE MOUNTAIN,NV,89820,USA,None,None,None,None,None,None,None,None,-,High,High,-
Accoount 1708,777 BALLY BLVD,ROCK ISLAND,IL,61201,USA,Highly Seasonal,Early Adopter,M,H,H,M,H,Minimal Change,-,Medium,Low,M
Accoount 1709,13541 HIGHWAY 16 W,CHOCTAW,MS,39350,USA,Non Seasonal,Early Adopter,L,H,L,M,H,Minimal Change,Yes,Medium,,M
Accoount 1710,HIGHWAY 86,SALTON SEA BEACH,CA,92274,USA,Potentially Seasonal,Trend Follower,L,H,H,L,L,Minimal Change,Yes,High,High,M
Accoount 1711,42008 WESTECH ROAD,SHAWNEE,OK,74804,USA,Non Seasonal,Early Adopter,M,H,None,None,None,Minimal Change,Yes,Medium,Medium,M
Accoount 1712,96 SCHOONER STREET,COQUITLAM,BC,V3K 7A8,CAN,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 1713,7012 BOCA DE CANGREJOS AVENUE,CAROLINA,PR,00979,USA,Potentially Seasonal,Early Adopter,L,L,None,None,None,Minimal Change,-,-,-,M
Accoount 1714,CALLE MERCADERES NO 303 KM. M,AREQUIPA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1715,"OLIVA ESQUINA INDEPENDENCIA, NACIONAL","ASUNCION, PARAQUAY",,None,PRY,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1716,10910 107A AVENUE,GRANDE PRAIRIE,AB,T8V 7B2,CAN,Potentially Seasonal,,L,H,M,L,M,Minimal Change,Yes,High,Medium,M
Accoount 1717,6380 FALLSVIEW BLVD,Niagara Falls,ON,L2G 3W6,CAN,Potentially Seasonal,Early Adopter,M,H,L,H,VH,Minimal Change,Yes,High,High,H
Accoount 1718,3655 NW 87TH AVE,DORAL,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1719,129 ONEIDA STREET,WYANDOTTE,OK,74370,USA,,None,None,None,H,L,L,None,-,Medium,Medium,-
Accoount 1720,2200 EAST 4TH AVENUE,HIALEAH,FL,33013,USA,Potentially Seasonal,Late Adopter,M,H,L,M,H,Minimal Change,Yes,High,High,M
Accoount 1721,777 HOLLYWOOD BLVD.,DAYTON,OH,45414,USA,Potentially Seasonal,Early Adopter,M,H,H,L,L,Minimal Change,-,Low,,H
Accoount 1722,19330 U.S. 101,SKOKOMISH,WA,98584,USA,,None,None,None,M,L,M,None,Yes,Low,,L
Accoount 1723,5330 WEST 124TH STREET,ALSIP,IL,60803,USA,None,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1724,777 L’AUBERGE AVENUE,Baton Rouge,LA,70820,USA,Potentially Seasonal,,M,H,M,M,H,Minimal Change,-,Medium,,M
Accoount 1725,6885 W TROPICANA AVE,LAS VEGAS,NV,89103,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1726,4925 BOULDER HWY,LAS VEGAS,NV,89121,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1727,23 S WATER ST,HENDERSON,NV,89015,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1728,101 MAIN STREET,BLACK HAWK,CO,80422,USA,Potentially Seasonal,Early Adopter,L,H,M,L,M,Minimal Change,Yes,High,Medium,M
Accoount 1729,9880 SOUTH RURAL RD STE 101,TEMPE,AZ,85284,USA,None,None,None,None,None,None,None,None,Yes,High,Low,-
Accoount 1730,115 W. EVANS,Apache,OK,73006,USA,,None,None,None,None,None,None,Minimal Change,-,Medium,Medium,-
Accoount 1731,791 10TH ST,CARLIN,NV,89822,USA,Potentially Seasonal,,L,H,M,L,M,Encouraging,-,High,High,M
Accoount 1732,64464 U.S. 60,PONCA CITY,OK,74604,USA,Potentially Seasonal,Late Adopter,M,H,H,L,L,Minimal Change,-,Medium,Medium,M
Accoount 1733,54251 South 34900 Road,Pawnee,OK,74058,USA,Non Seasonal,Trend Follower,L,L,None,None,None,Minimal Change,-,Medium,High,-
Accoount 1734,740 S DECATUR BLVD,LAS VEGAS,NV,89107,USA,Highly Seasonal,None,M,H,M,M,H,Encouraging,Yes,High,High,M
Accoount 1735,4000 W. FLAMINGO ROAD,LAS VEGAS,NV,89103,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,Yes,High,High,H
Accoount 1736,256 E. BENNETTE AVE.,CRIPPLE CREEK,CO,80813,USA,Highly Seasonal,Late Adopter,L,H,H,L,L,Minimal Change,-,Medium,Medium,M
Accoount 1737,4 PINECONE RD,DAYTON,NV,89403,USA,Highly Seasonal,Late Adopter,L,H,M,L,M,Minimal Change,-,Medium,Medium,M
Accoount 1738,6000 SOUTH HIGH STREET,COLUMBUS,OH,43207,USA,Non Seasonal,Early Adopter,M,H,M,H,VH,Minimal Change,-,Medium,,H
Accoount 1739,205 WEST CHEROKEE BLVD,ROLAND,OK,74954,USA,Potentially Seasonal,Late Adopter,M,H,None,None,None,Minimal Change,-,Medium,High,M
Accoount 1740,1106 PALMS AIRPORT DR,LAS VEGAS,NV,89119,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1741,6280 UPPER CASS FRONTAGE ROAD NORTHWEST,CASS LAKE,MN,56633,USA,,None,None,None,None,None,None,None,-,Low,High,-
Accoount 1742,5020 Spring Mountain Road,Las Vegas,NV,89146,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1743,2935 W CORPORATE LAKES BLVD SUITE #100,WESTON,FL,33331,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1744,217 N. LINDBERG,GRIFFITH,IN,46319,USA,None,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1745,835 W BONANZA ROAD,LAS VEGAS,NV,89106,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1746,3600 LAS VEGAS BOULEVARD,LAS VEGAS,NV,89109,USA,Potentially Seasonal,Late Adopter,M,H,M,M,H,Minimal Change,Yes,High,High,H
Accoount 1747,3730 LAS VEGAS BLVD. SOUTH,LAS VEGAS,NV,89158,USA,,Late Adopter,M,H,M,M,H,Minimal Change,Yes,High,High,H
